overall,reviewText
5,"I needed more space for media on my Venue, and this card works perfectly. Reads and writes very fast and holds lots of movies to watch when travelling."
5,got it on time in a simple but secure packaging. inserted it and worked without issues. comes in a clear plastic case with an SD adapter. the is the typical SD case size.the sale price of $16 and change was great as well.love it!
4,It's a good capacity but the speed is slow that is almost 10M...but it's acceptable to me. I like it.
5,"Put most of my music and Many movies on it and tons of room for more. Awesome and well priced, at the time of my purchase anyhow."
5,"This was a great price for this card, and they are not cheap made. Save several $$$ buying form Amazon, the local stores was a lot higher..."
5,"Use it in Galaxy s3, note 8.0 and note 10.1. Never had a problem. I'll continue to buy these when I get new devices. Never tried a 64g one. Might."
5,"Using this in my galaxy note 2, works great for movies, music and apps, with no issues what so ever."
4,"Works on my Samsung Galaxy Note 3, but I don't really stress these kinds of things.  I have had no problems.  Have not checked it for heat or any such thing."
5,Phone recognized immediately and it is as fast as they claim.Picture taking used to be painfully slow. It is as fast as I am taking pictures.I put it in my Galaxy Note II.
5,"When you buy a memory card, what are you looking for? Additional storage, higher transfer rates, and good prices.  This card is often on Amazon's lightning deals and this is the second one I purchased! I use it in my Nokia 808, which is my phone and camera.  Storing 41MP photos needs a speedy drive, and this one really works wonders!  The additional space is also great for storage! The second one I bought for my laptop, it just stays in there in lieu of an SSD because my laptop only has an 80gb internal drive.  If it were possible, I would definitely install Windows to it, but this laptop will not boot from a memory card.Bottom Line:Need Space? Problem solved, 64gb is currently the max you can get.Need faster transfer rates? For a MICROsd card, it's about as fast as you can get (and if you can get faster, it'll cost a LOT more)Cost? Well, wait for a Lightning deal if it's too much, but the current price really is not bad.5 Stars.Additionally, the SD adapter works perfectly! Including the little lock switch to make it read only if you want."
5,"Worked perfect, understandable that only 59gb is usable as this is the case with all memory items I have ever dealth with."
5,You do need to have  the right equipment to use as very few can access these.  Only newer and equipment that CLEARLY STATE can use these will work so be aware.
5,"SanDisk is a very reliable name in storage.  This Micro SD card is no exception.  Lots of storage at a good price, this is a must for tablets and cell phones with limited on-board memory."
5,As advertised. Good write and read speeds and works well with new Microsoft surface. Only complaint is there was a significant price drop after I purchased this card. But that's not amazons fault nor the product.
5,"...then Class 6 cards on Samsung Galaxy Note. With Class 6 cards I had some minor speed issues, but with this one they are gone."
5,My Headline says it ALL!  How can U go wrong?  & the price was better that what I was looking for.  If U have read any of my past reviews I hope that they have helped of u're on the fence about a pending purchase or have nothing to base a decision on.
5,Excellent card. It is currently installed in my Samsung GS3 and works flawlessly. Highly recommended but make sure your phone/device will handle the size; some don't like cards &#62; 16GB.
5,This was the necessary addition to the GoPro mini HD camera.  Very pleased with the service and what was advertised.  Will be a repeat customer for sure as I look forward to adding to my video & photography collection of accessories.
5,"This MicroSD serves the purpose in every way. If I need another, I will certainly buy another one of these."
5,A fantastic discount and remarkable value for a name brand product that would cost three times the amount that I paid
5,super fast transfer speed. very very impressed with the price as well. I'll be getting another no doubt. Two Words.
5,"I have been waiting for these microSDs to not only reach 64GB capacity, but at an affordable price.  Found it!  The package arrived early, worked as advertised, so I am a happy customer."
5,what can I say it's a memory card okay it is fast and compatible good quality perfect perfect perfect perfect
5,I have always had good luck with sandisk memory cards. This one is no exception. Fast works great in my Galaxy S4 and never a problem with any I have purchased.
2,"It took 6 days for me to get 2 of these cards when I made the order early in the morning-normally that'll get my product to me the next evening. Not SIX DAYS LATER!Be warned, this was the slowest shipping I've had for my Paid Prime Account since I started. If you need these cards quickly, buy from a different seller."
5,"this class 10 Micro SD card has worked flawlessly,  the adapter has also worked well, but the parts are so small it can sometimes be hard to handle.  worked great overall.  good performance."
4,"The first one i received died in less than 2 months. It just stopped reading (lost all that was on the card), but Sandisk customer service was excellent and replaced it. Not so enthused about the speed. Transfers between phone and PC (USB 2.0) weren't impressive in my opinion, slow, but the bottleneck could be the phone, but still..."
1,"This card no longer is readable by three different phones after only six months of very light usage (very few pictures had been saved to the card), where it was never taken in or out of the phone before it showed signs of dying (thus the death was not caused by excessive handling of the card)."
5,"Has worked fine, had no problems but I decided to move up to 64 Gig and ordered one. I moved this one to a USB drive I have."
5,"I bought this card when I got my Note 2 back in October, it is perfect and fast.  No problems in any way and fully compatible with my device.UPDATE 1/15/14: I bought a second card for my Note 3 and it it excellent.  The frustration free packaging was much appreciated from the other packing last year.  My first original card got corrupted when I put it in an old feature phone but I am confident it had nothing to do with the card in any way.  I have tested these cards with the Galaxy Note 2, Note 3, Note 10.1 2014 and Tab 3 7"" and they all read the card no problem.  I have been extremely satisfied so far."
4,I was able to use this microSD card with my Samsung Galaxy S3.  I just had to format it when it was in the phone.  The only reason not a 5 star is that it's not as fast as the more expensive versions.
5,"Got this for my phone. At first it wouldn't work, but the new version of Android was able to format the card so both my phone and computer can use it. I was able to load my sizable music collection and a bunch of books on the card, put it in my phone and use it immediately."
5,"As per other's instructions, I inserted it in a powered-off phone and let the phone format it (automatic, after a yes/no dialog). I removed it from the phone and copied  my old card onto it through a card reader on the PC (plus about 20 movies) and everything is working perfectly. Speeds seem outstanding; certainly, copying a 3GB HD movie I copied from my Blu-Ray disc took only a few minutes, even over USB 2.0."
5,Great price for the product. Class 10....good name brand. Way cheaper than at the wireless atore. With lifetime warranty. Too.
5,Works great and is very fast.
5,"I recently upgraded from a nearly three-year-old HTC Windows Phone to a Samsung Galaxy S4 and decided to give it a huge memory boost. This card filled the bill perfectly. Add a good file manager to your App collection so you can use it effectively. Recommended.As an aside, I would have upgraded to another Windows Phone if WP8 permitted number blocking for nuisance callers. But it doesn't, so they lost me to Android."
1,This is a piece of crap. This is my 3rd card in 3 months. This is ridiculous.Do not buy this crap
5,"I picked this SD card to add some more memory to my phone. This works great and transfers data quickly. If you are in the market for a new SD card, I highly advise you to buy this one."
1,"Although Amazon claim it is a C10 ultra fast Memory Card, it actually has much slower write speed than other C10 microSD card (it only scores about 60% of the normal speed). For example, I have tested it against my old Maxell C10 HC microSD card. The test was done by writing the same 3035MB random data from DRAM to empty microSD card through a USB3 card reader. The resulting time was the average value from 3 tests of each device:SanDisk Ultra 32GB C10/UHS1: 5m50.816s means 8.7MB/sMaxell C10 HC: 3m38.787s means 13.9MB/sThe speed is completely unacceptable for a Class-10 claim (13% lower than 10MB/s, the lowest boundary of Class-10 device), even the over-advertisement of SD card speeds are common (claiming 30MB/s for actual 12-15MB/s). It is almost a scam. Some Class-6 card will beat this ""Class-10"" card."
5,It works and will give me much more room for music on my samsung galaxy s4!! I will also be able to use this on future phones which is another plus!
5,"Works great with both models of DashCam I purchased.The Blackvue Dr400G-HD and DR500GW-HD.32GB works wonders for a constantly on dash cam,"
5,I had issues getting other cards to be recognized by the Nvidia Shield. No issues with this one. Read and write speeds seem good and am happy with this card so far.
5,I use this in my HTC and it works like a champ.  Perfect for high definition videos and music for any smart phone.  Transfer rate is impressive and the price is right where it should be..
4,"Works fine, as SanDisk usually does. I know there's a lot of discussion about transfer rates and so forth, but I'm fine if the rate isn't so fast or slow. I really don't care, long as it holds and keeps the data until I can transfer it. All these cards seem to me to be about the same. SanDisk is the big name and so I usually stick with it. But I have other makes that are just as good."
5,Shipped fast.  Works in my camera..  Does store video much faster than my older memory card.  For the price it is a good deal.
5,"I havent done speed tests, but this sits in my tablet and lets me store music with easy. It is fast enough to stream HD video from."
4,"No complaints matched description, was delivered on time and works well. Would easily recommend this to anyone looking to memory for their mobile device etc"
5,Works as advertised for my Samsung GN2 Smartphone.  Got one for my dad's Samsung GS3 too.  Sandisk is simply the most reliable hi-cap micro SD flash memory out there.
4,"I had the card about 3 months in my Galaxy S 4 and then it suddenly went into a read only mode. All the data was still there and I was able to copy it all from the card but could not write or format the card. I searched the internet high and low for a solution and then finally contacted Sandisk support. After explaining my problem, they said it will need to be replaced and it would be covered under warranty. The replacement process took about two weeks, they paid for return shipping. I now have the 2nd card and have had it running for about 2 weeks now.We'll see if I just happened to get a bad one or if they all are of questionable quality."
5,"Very good for information or Photo storage in a small device, I have 2 so far for different computers and is great."
4,I wanted some extra space in my new mobile device so I chose this SanDisk microSD card.  The card has worked perfect so far in my HTC One M8 for several weeks so far.  The performance of copying files from my computer over to the phone is adequate.  The performance is likely limited by the phone's USB 2.0 interface so I haven't done any tests with the card connected up to a dedicated SD card reader.
5,exactly as described and works GREAT on our Surface Pro's.  Excellent product!  Have never lost any data on one.  TARDIS
4,"Good size card and a great price. My only complaint is with the adapter card. The little lip on the end of the micro card is almost nonexistent and the adapter card slot is very, very tight. The only way I could get the micro card out was with needle nose pliers. Had to take a utility knife to the opening of the adapter card so I could actually slide it in an out with ease."
5,Works great in the phone and it had no issues installing it.Great price and works well for the price
5,Received undamaged in protective package within delivery schedule of provided estimate.  Provided adapter not used.  Memory Card inserted in Garmin 5000 series GPS.  Fit good.  Works good. Did not test actual card speed.
5,"This is a little gray square, with one corner missing.  It holds just short of 32gb of data, and transfers it at just short of 30MB/s, as expected.  I use in in my cameras, which is what it's designed for, and it works as designed."
5,I've had Zune music players and with this memory card I could copy all of my CD library and play from my Samsung Galaxy 4.  I forget how many CDs but at least 400 and thousands of songs.  Beats paying network charges and I can move them to my next phone by just moving the card/
5,Very simple to format and use.  Excellent storage.  Buy it along with a 3.0 compatible USB  microcard adapter for downloading to 3.0 capable computer.  Makes for very fast and hassle free transfer of your pictures.
5,"I bought this because I was having problems with other MicroSD cards not working in my Surface RT.  I plugged this in, and it worked fine.  I haven't done a full test on performance, but it appears to work at the expected speed."
5,I bought this for my son's Samsung Galaxy MP3 player(an Android -Version 2.3 Gingerbread device) to replace a class 4 8GB. He was thrilled with the noticeable difference in performance in the device.
1,"I bought two cards for tablets.  The first wouldn't format, so I bought another GSkill Class 10. The second worked, but only for 3-5 minutes. Then error, or freeze.  I thought it may have been the tablets.  However, the Gskill worked in both.....So I called Amazon.  The customer service was excellent.  There ""may"" have been a problem with one of their vendors......They shipped out two new cards with Saturday delivery.  It was ""implied"" through lengthy conversation with the Amazon Agent, that there were numerous problems with a particular company/vendor.Lesson:  Do NOT Hesitate To Call And Return if you get a card that seems to have ANY troubles out of the pack.I was surprised that my initial review was removed  from Amazon....So I am leaving another about the return.  II tried everything to fix these cards: fat32 ntfs and the newest exFat.....  There are definitely some damaged cards out there so be wary, and do not hesitate to call customer service!"
4,I am using this in my Samsung galaxy smart phone and I did not find any issue. easy to access
5,I recently upgrade my cellphone to the Samsung Galaxy Note II super phone and needed/wanted a larger memory card.  This unit is much better than I could've every ask for with it performance and reliability.
5,"This speedy high capacity memory augmentation recalls more than my 27 years in school. Great price, excellent product. Expect no complaints from your purchase."
5,"My gf wanted music on here phone so I got her this, she hasnt put any music on her phone yet so I cant say how well or not this works, but the phone recognized it and its been sitting in there for a couple months now."
5,"Love this chip,... bought this for my Samsung S4, it works well and fast.... No issues with it, so I bought one for my mom...."
5,Great item. Runs a lot faster then the cheap ones and still a really good price. Worth the extra money
5,These work great in a GoPro Hero 3+ Black.
4,"The memory card runs smooth, and is as it says, class 10. The card also comes at a very good price."
5,"Thanks to reviewers, I knew what to buy, b4 we ever got our Galaxy3 cell phones, (gift from my niece), *will be here tomorrow--same day as our SanDisk! Thank you for your time sharing your thoughts and opinions!  It was/is appreciated!"
4,"I bought this to put in my Olympus PEN E-PM1 camera which takes a standard SD card. Therefore it must go into the adapter to be put into the camera.  Unfortunately there is something touchy about this. Sometimes I turn the camera on and get a card error. Sometimes I can pop the card out and back in and it'll work. This past weekend I couldn't get it to work at all.  I'm guessing it's the camera. Or maybe the adapter?  When I plugged the card and adapter into my computer to copy the pictures off, it worked perfectly. So I'm not sure what the problem is. I make sure to always carry a spare ""normal"" SD card with my camera in case this one stops working."
5,Just what I needed for more storage on my phone. Don't know why but I've always bought the SanDisk brand and always been happy with the product. I have a few of these in varying sizes.Deb
5,We ordered two of these for our Samsung Galaxy S3 phones. They work perfectly!  Exactly what we wanted and needed:)
4,No problems I have two and I bought one for a family member. She loves it. I need four more words. I will keep buying it.
4,Thank you Amazon for showing me what type of Memory Card and Adapter that I needed. I love buying everything I need at once to use my electronics purchases.
5,Has worked perfectly since the day I got it. No hassles or problems so far. Holds everything that I would ever want to store on it.
1,"I purchased Sandisk because i thought it was the most reliable name brand out there. I have a Galaxy S3 and purchased this 32GB card to handle all my photo's and movies. I'd say over the last 4 months I haven't been using the storage for more than just photo's and the occasional movie. The device just failed on me yesterday, losing all my photo's and files. Thank goodness for DropBox auto-photo upload otherwise i would of permanently lost my photos.I actually went back to the Amazon branded microSD card (16GB) which is about as fast and so far, way more reliable than sandisk. I can't beleive a sandisk card failed, I'm probably going to RMA the unit and hope they send me a better unit. You can guarantee that i'm going to burn in the card to make sure there's no errors.I gave it one star because you think you pay a premium for a premium product. You expect it to be as near flawless as possible."
5,"I put in my IdeaTab and what do you know? another 60 GB of space for documents. So far, no issues at all."
5,"I bought this to add storage to my 16GB GS4, which only ended up having around 10GB on arrival. The transfer speeds are great, I was able to copy my entire music library over in minutes!"
5,very affordable memory with a lot of storage this was an excellent purchase that was worth it thank every one
5,"I don't think there is much I can say about this little card/adapter. It was purchased with a Magic Wand Scanner that we use at work to capture images with a quick swipe across a wall chart/map. This card stores plenty of images, it keeps up with the scanner, the adapter works great, and it hasn't failed to store or transfer a image yet."
5,I didn't really need this for my phone but I figured I may as well get it. Got to love 32gb of storage. Works good for when recording 1080P video.
4,"this is a great product but with over production comes some small issues at times, my phone will say that my card is damaged sometimes so I have to reboot, not sure if it's the phone or the card, I got 2 of these one for me and the wife, her's never have any issues. I can live with it, it happens every so often ..."
3,"Seems like a good value, but as yet i've not gotten to actually use mine;I bought it for a Contour+ camera without realizing that was apparently known to be incompatible. Found that out afterward on Contour's forum. The device itself will support microSD up to 64GB but there is something about Sandisk Ultras that doesn't play nicely. Unclear what, exactlySo I'm sure it's great, but you might want to check around to make sure your device will support the thing."
5,"purchased in Florida so the price was just fab, the card is excellent and very fast with my Gopro hero 3 and an absolute must"
5,Better price than the Samsung branded card and works as well or better. Make sure that you check the requirements of the device that you have so you get the best card for your device.
5,This was what I needed for extra space and to store more music.  This works great on my Samsung S4
5,Put in camera and started taking picture without even formatting the disk.Although it only recognizes about 29 GBs .  ( makes me think why?)I think there may be some SanDisk Tools hidden on the disk.The bright coloring makes easy to find in the camera bag.
5,SanDisk makes a great big little card. I have this in my HTC sensation 4G ( which it isn't supposed to work in ) and I got the full memory card working. It's great to be able to cary that mush memory on a phone.
5,Great product as promised. Slipped right into my Samsung Galaxy S4 with no issues and I like the adapter they provided in case I want to load data from my laptop directly into the card. I have not done any serious benchmarking around how media performs running off of the card vs. on-board memory but I have not noticed any difference.
5,So far it is working fine with the Samsung Galaxy Note 8.0. Access to videos and music on the card is very fast.
5,I bought a new phone and got this chip because it was the largest the phone would accept.  I keep a lot of pictures on it.  100% satisfied.
1,Had the 32GB SD Card for a 4 months before it died on me. Tried to swap it out and said warranty was only 60 days long. Last SanDisk product I ever buy.
5,"not much to say about this, ordered it to put into my new Dell Venue 8 Pro tablet, plugged it in and it works as advertised. Nuff said!"
5,Got here within a couple of days of ordering.  Easy to install and works great.  I wanted extra storage and this was right size for me.
5,"I use this (with a Nifty MiniDrive, [...] to extend the built in SSD in my MacBook Pro. I highly recommend it for anyone needing a speedy flash card."
5,"It feels odd to give 5 stars to something that disappeared into a piece of electronics, but to be fair, it works as promised, and there is nothing wrong with it.  I use it to store the digital map for my Garmin 810 bike GPS/computer.  The file is about 4Gb in size. The map loads quickly in the Garmin, and I have not had a problem with entering a bike route or navigating one.  I have taken it out twice, a 42 mile ride and a 60 mile ride, and it worked flawlessly both times.  'Nuff said."
4,"Good price and fast enough to load MP3 files from the computer quickly.  I use these in Sansa Clip MP3 players, perfect match."
5,"Yup, this is the chip you need if you never want to worry about running out. I use it with my GoPro Hero 3+ Black Edition on 1080 sw  and it goes for hours, longer than 2 or 3 batteries."
5,"Ordered and installed Dec. 2013, it's been working fine since. Some quite detailed reviews here from others on bad experience in the S4, which has apparently been addressed, so seems to be all good now."
5,"I have a low-end Android phone and this made using it that much easier because of increased responsiveness and of course, storage capacity."
5,Nice to be able to stuff 20GB of music and movie files on my phone. And still have room to take lots of photos and video.
5,This is a great memory card that I've put into my phone for music and picture storage.  It works exactly as advertised.
5,Was a really good price on Amazon. I will be using this card to expand the memory in a Garmin GPS unit.
4,Good value. It has great speed and memory for the purpose it serves. I wish my memory was this good.
5,"Catch them on sale here on Amazon! High speed, qualitty vendor (SanDisk), high capacity micro sd card. Highly recommended to anyone. Using in my Microsoft Surface and Windows Phone 8."
5,"I've tried several brands of microSD cards in various smartphones and this SanDisk card is by far the fastest and most reliable card I've used.  Like others have mentioned, I did have to format it using the tool from sdcard.org but once I did, it was faster than any other card I have ever used.  Completely error free and no issues whatsoever"
5,this is a great 32 SD card it works real good for my samsong rush and it hold a lot of pictures a lot of videos a lot MP 3 and mp4 4matic songs this is a good SD card I would recommend it to everybody that's why I gave it 5 stars
5,I bouth it in order to extend the capacity of this tablet (64 GB).Now I have 128 GB on my Asus transformer Infinity...
4,"Seeing as how everyone in the family has some kind of device that can utilize a microSD or SD card, this item fit the bill and I picked up a bunch to stuff stockings with. These came in a basic white package with the adapter to full-sized SD. 32GB is a nice size, especially for all the new HD smartphones and tablets. I have had better luck with SD cards than flash drives -&#62; nearly all the flash drives I have purchased have died. I have had 3 microSD cards go south on me and zero full-sized SD cards go bad. I installed my stocking-stuffer into a car DVR dash cam where it has been recording my daily drives. Speed testing shows read speeds in excess of 33MB/sec and write speeds of 16-19MB/sec. Should be fast enough for most HD devices."
5,What to be said???  Extra memory chips for my Gopro.  Small and compact for traveling.  They travel and work great
5,BOught this for my underwater camera so i can take more photos and video. now i can take 7000 pictures! lol
1,I have lost my data 3 times with this card. I don't know if it's the card or the S3. My data always ends up as unrecoverable pieces in the LOST.DIR directory the phone creates the first time you insert the card. I don't trust it to hold anything I cant afford to loose.Update: I purchased aKingston Digital 32 GB microSDHC Flash Memory Card SDC4/32GBlast week as a replacement. It hasn't lost any data yet. I'll update here again if it has the same issue.Update 2: TheKingston Digital 32 GB microSDHC Flash Memory Card SDC4/32GBhas been in my phone for 2 months with no data loss. It is the better product.
4,reliably turns my blackberry into a jukebox full of music & video files no buffering or stuttering to catch up
5,"Good price good quality, This card works perfectly for my video recorder as well as my Canon 500D. The class 10 really bust up the speed when you need to import the photo or video."
4,Speed squeaks in at a bare minimum of a class 10. Good for tablets and smartphones wouldn't recommend it for Picture or Video Camera's
5,"I have had good look with the SanDisk brand MicroSDHC. I still wanted to wait a while before reviewing, usually if these units are going to fail they fail in the first few days/weeks. This has been running in a LG Optimus phone and has been flawless since install. Still have a working SanDisk MicrSDHC 32GB that's over 2 years old, that I transfered from my old HTC to the Optimus and now in my Galaxy S3."
4,"great value for money, works as advertised.  it is a sd card what else is there to say.  but this makes me write words"
5,"Sandisc makes awesome products. If you have a digital camera/camcorder you should only use Sandisc Class 10 memory cards. They are reliable, tough and work flawlessly. Best value for your money!!!"
5,"It's memory. It works in my phone. I can store files to it. The price was right. If you're looking for 32G, this will do just fine."
5,This is a really great micro SD card! I purchased one for my Samung Tablet and another one for digital video.
5,I mounted this in my S5 and it worked flawlessly from the start. Transfer speed are great using the S5's USB 3.0 capabilities.
5,"Shipped as described, Was very easy to add to phone. Works perfect for pictures on my cell phone. Allows me to do more videos with no worries about memory."
5,Works great in my new S5 I love this things. Now I just need to work my phone better so I can use the 32gb more. Over all works great
5,"Don't get ripped off buying the same card direct from GoPro, buy it here for less; then you can use the money you saved to buy an extra battery since the Hero 3 battery life sucks.I have a few of these in the Hero 3 Black Edition and it works great on all recording formats and speeds, even the highest resolution ones that require full use of the card's 10 MB/sec rating.  They're very fast to copy files off of into the computer as well.  I haven't benchmarked them because other reviews already have that information, but they're certainly much faster than the old class 4 cards I use for my Hero 2 cameras.I would recommend formatting upon arrival; I did have one initial issue with one of these which formatting resolved.  It's worked fine since, with numerous uses, so I think it was just a missed QC check at the factory.  It hasn't had the heat issue others have mentioned with regard to the few defective ones people have received and has worked flawlessly since so I'm not worried about it at this point."
5,I bought this card to extend the storage capability of my tablet. It holds hundreds of my short video files without having to use the tablet's built in memory. Transfer speed from my computer into the card is relatively fast. If someday I may need more storage in the tablet I can always buy another one of these cards.
5,Best deal I could find on fast microSD card.  Seems to work fine in our new Android tab.  Can't lose!
4,"yet, but I will be soon. New in case and I look forward to using it!  I don't know what else to say about it!"
5,I use this in my phone and transfer information back an forth from phone to laptop. Great for holding lots of items. Have no problems with it and will probably get another or larger size
4,"It does what its suppose to do.  I use it in my Samsung laptop, I never remove it so its never a problem."
5,It Works excelent. I can see that is more fast than others. Very good performance. SanDisk demonstrate excelent products in this case.
5,"Hello, the micro SD is perfect for my liquid image EGO camera HD, Very fast and great capacity! Excellent,  Recommended"
5,Bought the Astak CM-7200...This memory card works great in that with no hesitation for the video..Great pice too..No problems. Thumbs up!!
5,Bought (3) 32GB micro memory cards for the kids tablets. The kids love the extra memory although they do need new tablets now.
5,I bought this for my 6yr old's Nabi tablet. Thing works perfectly allowing him to download music and games with ease. Loved the price and trust SanDisk products.
5,Received my card in a decent amount of time and it was packaged well . The memory card was crispy brand new and in perfect condition . After installing the card in my video camera it worked perfectly! Very good deal.
5,Excellent storage and small!  Works well and does everything I need it to plus it came in at a good price.
5,"I ordered this when I saw excellent specs. I thought only the micro chip comes. I was very well surprised when after receiving the parcel found out that it contains also the SD adapter which makes this chip usable in computers,, laptops, etc. BTW Amazon price beats up the same chip found at Costco for about $5 less.Copied the content of the older 16 GB micro SD card onto the new one, swapped the chips and here I go... :)I am using several Sandisk memory chips including compact flash cards for my DSLR. Excellent brand, fast, reliable, does not lse data or have write/read errors. Perfect!"
5,"I ran the Disk Utility function in Ubuntu Linux 12.04 LTS.  Minimum Read - 13.7, Maximum read 15.1, Average Read 14.9. That's more than acceptable, given the Class 10 designation."
5,Way less than anything I could get in a big box store. No issues with the card this far. Would buy again and again.
5,"We can't beat Class 10 flash memory speeds, at least for now.  This unit works assuringly F A S T and reliably ... for a reasonable price, too.  I have no hesitation in recommending it ... or buying the SanDisk brand, again."
5,I have an older generation SanDisk 32GB card I bough in 2011 and this one is a lot faster!The red stripe design also make it stand out visually very nicely. (I wished the included adapter would be painted in matching colors instead of plain generic black like all other memory cards and adapters.)
4,"The last card I got was bad, but at least this one is working properly.  SanDisk is the best brand."
4,I really like this SD card. It's fast and it looks good. Great value too. What more can be said?
5,"Works well in my Galaxy Note II.  I've bought many Sandisk memory cards and never experienced a failure, even the 256MB SD card purchased for a Palm Pilot still works."
5,"It's a memory card.  It's tiny, it works. I need ten more words to post this review. That is all."
5,What can I say it is a sandisk (not a knock off) and it works great.  Never buy one that is faster than the max speed of your device or you will be throwing away money.  (or just call it future proofing it for your next device but who knows what we will be using then)
5,"No formatting issues here used this for my HTC one MAX and my daughters Galaxy S4 with no problems or crashing or data loss loaded up books, videos and music with tons of space left!"
5,A lot of extra storage space with this card. Quality brand name. A bit pricey in my opinion. Great product overall though.
5,"Love the large storage space, great when you get a less expensivettablet and make it better than an expensive one."
5,Works good.  What can I say about an SD card?  It stores my video files for my GoPro.  Nuff said
5,"I bought this card for my car's windshield mounted 1080P dash camera. When my cam arrived I just inserted a 16gb card that I had on hand. It is a 'type 6' and I didn't realize that it could degrade the cam's performance. After reading in an online forum that &#34;any video or photo application will benefit greatly from a 'type 10' memory card&#34;, I ordered the SanDisk 16gb Type 10 Micro SD card. Wow! what a difference! The stuttering video that I thought was just inherent to the camera itself is now gone. I believe the color rendition is better as well.This card was by far the best price of any supplier. It arrived quickly and solved a problem that I wasn't even sure I had."
5,Great speeds and reliable so no complaints here! Has lasted a few months now in my smartphone which is longer than some other knockoff brands that I have received.
5,Works great (more than I can say for the GoPro).  I do pull it out an put it into my computer using that little SD adapter.  Way quicker to pull 16 GB that way (I don't know why).
1,"Spent over $50 and the thing came fast and didn't work.  Neither my computer nor my phone could read it or format it.  I have had plenty of memory cards, so I know to unmount it with software.  Odds are yours will be fine, mine sucked,"
5,I've heard horror stories about other models but this one is good and it really makes life easier and allows for plenty of storage.
5,"I had wanted to get the most I can out of my hero3, At the time I got my hero3 this was the recommended card, but there were many problems with people having issues with it. Since then Gopro has endorsed other card and from what I understand changed the firmware to prevent problems.... The problems is only with the 64gb version, from what I read the 32gb and lower versions are ok..."
5,"Only had it a few days, but so far it seems to work fine. One thing to be aware of - the adapter came with the little slider switch in Write Protect mode. I could not write on the memory card from my laptop because of that, and almost embarrassed myself by asking Sandisk for support - the I realized what the problem was. I give 10% of the blame to Sandisk since the slider has no visual indication at all. A little dab of white ink would gave helped. But mostly, it was me :-) Anyway, just be aware of this if you use the adapter."
5,"Sandisk is a very reputable company, and this class10 microsdhc card is quick.  I use it in my Galaxy S3 and it records video and photos without skipping a beat."
5,"Working perfectly so far, fit my ZEEPAD Android exactly & is running great.  I recommend this 32 GB Card for any Android or similar device needing additional recording space."
4,"Purchased to add to the memory for my Windows 8.1 tablet (Dell Venue Pro) and it works like a charm!  Also, I shopped aroundand it was the best price I found!"
5,Got this for my Galaxy Note. I didn't want pay triple the price in the ATT store so I bought here instead.
5,Works great with a Dell Venue 8 Pro.
5,Haven't been using very long but so far it's working great
5,"Cameras are getting smaller and smaller at the same time their resolution is getting better and better.  In order to take full advantage of your pixels, your files get larger and larger ultimately rendering small sized picture cards less handy.  Most cameras now let you take a mini-movie which also eats up space quite quickly.This SanDisk card gives you the ability to store considerably more information in a neat small footprint.  If you do want to go with this card make sure it is compatible with your equipment.  Not every camera takes every card so you have to do some due diligence."
5,This product provides me with a stable and compatible storage augmentation for my Android tablet.  A true asset to my needs
5,"never used a micro sd card before, theyre a lot smaller than i thought, smaller than my finger nail. i wrote 150 songs to it from my laptop in about a minute. wrote a 750mb movie in under 3 minutes. glad i bought the class 10 card. the agptek 10"" tablet reads from it instantly with no loading. the mobilemate microsd/usb reader works well with it"
5,"A very cheap way of expanding memory on your 'phone. I have bought this because of the 8 mp camera on my 'phone, which means that memory gets used up quickly. This is also a good quality card. I usually find SanDisk products last at least a year before breaking, and even longer if you keep them in the device."
1,"I guess I should be happy it failed after only 1 month, because I only lost 1 month's worth of pictures etc.  I bought 3 of these cards for my wife, son and I.  My wife's had a minor glitch, which went away with a reboot.  Mine had a minor glitch this morning, so I expected the reboot to fix it.  No a reboot caused my Motorola Defy XT to tell me the card was blank and needed to be formatted.  My laptop won't even recognize the card when I put the card in it's reader.  After a couple hours of looking for a way to fix it, I have only found that this is very common for this specific card.EDIT: I was very happy with Sandisk after calling them.  They did say there are compatibility issues with CLASS 10 cards and some of the Android phones, and verified my phone is one of them.  They offered free replacement with a card that would be certain not to have the same issue mine just had, and also to attempt recovery of my items from the card.  These are the reasons we buy sandisk in the first place.  They did recommend a Class 4 or lower card to me for this phone.I am leaving this as a 1 star, because people should be aware of compatibility issues this severe.2nd Edit:  As of March 12, this replacement card, that wasn't going to ""be susceptible to the same type of failure"" is losing apps etc.  I am giving this card up.  It has taken my phone and turned it into a device I cannot count on."
